BRG NO,Span Grp,Span Length,Span Length for cal,Span Type,LL:DL Ratio,Year BLT,Rating,>ST45,Semi-Trailer,B-Double,No of lane,Design Key,SPAN@ABS,DESIGNBM,DESIGNShear,HMLBM,HMLShear ,Rating BM,Rating Shear,Final BM,Final Shear,Allowance (DesignLoad),Allowance(FinalRating)
550,2-3,9.14,9.14,PPLNK,3.5,1968,NR,0,Y,Y,2,5,0.14,503.079,290.476,540.33525,284.448,0,0,540.335,284.448,0.05,0.111
550,4,8.68,8.68,PPLNK,3.5,1968,NR,0,Y,Y,2,5,0.68,462.491,284.252,507.3705,272.899,0,0,507.37,272.899,0.05,0.111
550,1,8.68,8.68,PPLNK,3.5,1968,NR,0,Y,Y,2,5,0.68,462.491,284.252,507.3705,272.899,0,0,507.37,272.899,0.05,0.111
551,4,17.52,17.52,PGIRD,4,1959,NR,0,Y,Y,2,5,0.52,1336.177,347.123,1518.799078,410.116,0,0,1518.799,410.116,0.05,0.111
551,5,17.94,17.94,PGIRD,4,1959,NR,0,Y,Y,2,5,0.94,1377.11,348.182,1575.101709,413.304,0,0,1575.102,413.304,0.05,0.111
551,2,17.46,17.46,PGIRD,4,1959,NR,0,Y,Y,2,5,0.46,1330.33,346.972,1510.755845,409.661,0,0,1510.756,409.661,0.05,0.111
551,3,17.51,17.51,PGIRD,4,1959,NR,0,Y,Y,2,5,0.51,1335.203,347.098,1517.458539,410.04,0,0,1517.459,410.04,0.05,0.111
551,1,17.98,17.98,PGIRD,4,1959,NR,0,Y,Y,2,5,0.98,1381.009,348.282,1580.463865,413.608,0,0,1580.464,413.608,0.05,0.111
552,2,19.59,19.59,PGIRD,4,1974,NR,0,Y,Y,2,5,0.59,1536.661,351.539,1795.483242,425.011,0,0,1795.483,425.011,0.05,0.111
552,3,8.38,8.38,PGIRD,4,1974,NR,0,Y,Y,2,5,0.38,436.234,280.156,485.87175,264.985,0,0,485.872,264.985,0.05,0.111
552,1,8.38,8.38,PGIRD,4,1974,NR,0,Y,Y,2,5,0.38,436.234,280.156,485.87175,264.985,0,0,485.872,264.985,0.05,0.111
553,2,182.88,182.88,PTRUS,,1974,NR,0,Y,Y,2,5,0.88,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
553,3,73.54,73.54,PTRUS,,1974,NR,0,Y,Y,2,5,0.54,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
553,1,73.54,73.54,PTRUS,,1974,NR,0,Y,Y,2,5,0.54,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
560,1,8.53,8.53,CSLAB,2.5,1931,,0,Y,Y,2,3,0.53,393.183,220.904,496.621125,268.942,0,0,496.621,268.942,0.05,0.111
560,1,12.61,12.61,PPLNK,3.5,1994,,0,Y,Y,2,9,0.61,1549.282,552.28,894.4893282,353.673,0,0,894.489,353.673,0.05,0.111
566,1,16,16,PPLNK,3.5,1990,NR,0,Y,Y,2,7,0,1752.3,561,1314.495,397.412,0,0,1314.495,397.412,0.05,0.111
567,1,22.25,22.25,PGIRD,4,1980,NR,0,Y,Y,2,7,0.25,3201.66,699.913,2161.688797,463.239,0,0,2161.689,463.239,0.05,0.111
568,1-3,10.66,10.66,PPLNK,3.5,1977,NR,0,Y,Y,2,5,0.66,645.692,309.041,663.399828,315.512,0,0,663.4,315.512,0.05,0.111
570,2,17.09,17.09,PPLNK,3.5,1978,NR,0,Y,Y,2,7,0.09,1954.082,592.447,1461.155907,406.852,0,0,1461.156,406.852,0.05,0.111
570,3,10.94,10.94,PPLNK,3.5,1978,NR,0,Y,Y,2,7,0.94,1053.439,424.992,689.4630884,320.596,0,0,689.463,320.596,0.05,0.111
570,1,14.17,14.17,PPLNK,3.5,1978,NR,0,Y,Y,2,7,0.17,1476.377,504.523,1084.425819,377.371,0,0,1084.426,377.371,0.05,0.111
572,1-2,21.33,21.33,PGIRD,4,1976,NR,0,Y,Y,2,5,0.33,1703.386,354.26,2026.959101,448.416,0,0,2026.959,448.416,0.05,0.111
572,4,21.33,21.33,PGIRD,4,1976,NR,0,Y,Y,2,5,0.33,1703.386,354.26,2026.959101,448.416,0,0,2026.959,448.416,0.05,0.111
572,3,19.2,19.2,PGIRD,4,1976,NR,0,Y,Y,2,5,0.2,1499.097,350.831,1743.36958,421.949,0,0,1743.37,421.949,0.05,0.111
574,1,9.75,9.75,PVSLB,3.5,1960,NR,0,Y,Y,2,5,0.75,557.895,298.565,584.049375,297.983,0,0,584.049,297.983,0.05,0.111
582,2-10,41.91,41.91,PBOXG,5,1973,NR,0,Y,N,2,5,0.91,3600.821,374.113,5845.582605,470.569,0,0,5845.583,470.569,0.05,0.111
582,11,33.37,33.37,PBOXG,5,1973,NR,0,Y,N,2,5,0.37,2826.644,361.165,3878.308939,463.228,0,0,3878.309,463.228,0.05,0.111
582,1,33.37,33.37,PBOXG,5,1973,NR,0,Y,N,2,5,0.37,2826.644,361.165,3878.308939,463.228,0,0,3878.309,463.228,0.05,0.111
583,2,51.51,51.51,PBOXG,5,1973,NR,0,Y,Y,2,5,0.51,4873.323,420.708,7734.737316,631.793,0,0,7734.737,631.793,0.05,0.111
583,3,28.95,28.95,PBOXG,5,1973,NR,0,Y,Y,2,5,0.95,2418.001,360.138,3480.808947,539.064,0,0,3480.809,539.064,0.05,0.111
583,1,26.51,26.51,PBOXG,5,1973,NR,0,Y,Y,2,5,0.51,2191.285,358.995,3000.483598,516.562,0,0,3000.484,516.562,0.05,0.111
584,2,37.49,37.49,CBEAM,2.5,1970,NR,0,Y,N,2,5,0.49,3202.392,361.376,4619.488776,467.519,0,0,4619.489,467.519,0.05,0.111
584,3,26.21,26.21,CBEAM,2.5,1970,NR,0,Y,N,2,5,0.21,2163.354,358.822,2735.687335,449.939,0,0,2735.687,449.939,0.05,0.111
584,1,26.21,26.21,CBEAM,2.5,1970,NR,0,Y,N,2,5,0.21,2163.354,358.822,2735.687335,449.939,0,0,2735.687,449.939,0.05,0.111
586,1,28.13,28.13,PSLAB,2.5,1975,NR,0,Y,Y,2,5,0.13,2341.721,359.81,3319.981111,532.024,0,0,3319.981,532.024,0.05,0.111
588,1,12.33,12.33,CSLAB,2.5,1976,ST53,53,Y,Y,2,5,0.33,818.005,324.296,859.7490306,348.566,983.4341911,400.6544283,983.434,400.654,0.05,0.111
592,1-2,9.14,9.14,SBEAM,2.5,1885,ST34.0,0,N,N,2,11,0.14,496.927,261.657,0,0,0,0,0,0,0.001,0.111
592,3-5,30.66,30.66,STRUS,2,1885,ST34.0,0,N,N,2,11,0.66,3061.458,429.275,0,0,0,0,0,0,0.001,0.111
593,2,22.86,22.86,PGIRD,4,1972,ST44,0,Y,Y,2,5,0.86,1848.763,356.102,2273.994339,472.342,0,0,2273.994,472.342,0.05,0.111
593,3,17.03,17.03,PGIRD,4,1972,ST44,0,Y,Y,2,5,0.03,1288.422,345.888,1453.112674,406.396,0,0,1453.113,406.396,0.05,0.111
593,1,17,17,PGIRD,4,1972,ST44,0,Y,Y,2,5,0,1285.498,345.812,1449.091058,406.169,0,0,1449.091,406.169,0.05,0.111
594,2,22.86,22.86,PGIRD,4,1972,ST44,0,Y,Y,2,5,0.86,1848.763,356.102,2273.994339,472.342,0,0,2273.994,472.342,0.05,0.111
594,3,17.03,17.03,PGIRD,4,1972,ST44,0,Y,Y,2,5,0.03,1288.422,345.888,1453.112674,406.396,0,0,1453.113,406.396,0.05,0.111
594,1,17,17,PGIRD,4,1972,ST44,0,Y,Y,2,5,0,1285.498,345.812,1449.091058,406.169,0,0,1449.091,406.169,0.05,0.111
595,2-3,30.48,30.48,SGIRD,3.5,1971,NR,0,Y,Y,2,5,0.48,2560.139,360.613,3779.253983,550.9,0,0,3779.254,550.9,0.05,0.111
595,4,12.19,12.19,SGIRD,3.5,1971,NR,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
595,1,12.19,12.19,SGIRD,3.5,1971,NR,0,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,0,0,842.379,346.012,0.05,0.111
599,1,22.21,22.21,PGIRD,4,1973,ST49,49,Y,Y,2,5,0.21,1787.138,355.375,2154.324499,462.642,2382.685694,475.9154281,2382.686,475.915,0.05,0.111
600,1,22.21,22.21,PGIRD,4,1973,ST49,49,Y,Y,2,5,0.21,1787.138,355.375,2154.324499,462.642,2382.685694,475.9154281,2382.686,475.915,0.05,0.111
602,2,30.48,30.48,PBOXG,5,1973,NR,0,Y,Y,2,5,0.48,2560.139,360.613,3779.253983,550.9,0,0,3779.254,550.9,0.05,0.111
602,3,39.62,39.62,PBOXG,5,1973,NR,0,Y,Y,2,5,0.62,3394.948,363.484,5527.706318,599.462,0,0,5527.706,599.462,0.05,0.111
602,1,39.62,39.62,PBOXG,5,1973,NR,0,Y,Y,2,5,0.62,3394.948,363.484,5527.706318,599.462,0,0,5527.706,599.462,0.05,0.111
603,4,7.62,7.62,SGIRD,3.5,1972,NR,0,Y,Y,2,5,0.62,374.342,269.57,431.40825,248.329,0,0,431.408,248.329,0.05,0.111
603,2,34.13,34.13,SGIRD,3.5,1972,NR,0,Y,Y,2,5,0.13,2896.326,361.249,4484.207744,574.194,0,0,4484.208,574.194,0.05,0.111
603,3,27.43,27.43,SGIRD,3.5,1972,NR,0,Y,Y,2,5,0.43,2276.776,359.484,3182.186747,525.58,0,0,3182.187,525.58,0.05,0.111
603,1,9.44,9.44,SGIRD,3.5,1972,NR,0,Y,Y,2,5,0.44,530.037,294.455,561.834,291.105,0,0,561.834,291.105,0.05,0.111
604,4,24.38,24.38,PBOXG,5,1973,NR,0,Y,Y,2,5,0.38,1992.075,357.517,2576.697383,492.591,0,0,2576.697,492.591,0.05,0.111
604,2,66.59,66.59,PBOXG,5,1973,NR,0,Y,Y,2,5,0.59,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
604,3,63.55,63.55,PBOXG,5,1973,NR,0,Y,Y,2,5,0.55,6298.8,461.68,9277.783839,644.935,0,0,9277.784,644.935,0.05,0.111
604,1,44.34,44.34,PBOXG,5,1973,NR,0,Y,Y,2,5,0.34,3824.774,385.939,6411.472478,615.036,0,0,6411.472,615.036,0.05,0.111
605,2,28.95,28.95,PVSLB,3.5,1973,NR,0,Y,Y,2,5,0.95,2418.001,360.138,3480.808947,539.064,0,0,3480.809,539.064,0.05,0.111
605,3,14.02,14.02,PVSLB,3.5,1973,NR,0,Y,Y,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
605,1,14.02,14.02,PVSLB,3.5,1973,NR,0,Y,Y,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
606,2,28.95,28.95,PVSLB,3.5,1973,NR,0,Y,Y,2,5,0.95,2418.001,360.138,3480.808947,539.064,0,0,3480.809,539.064,0.05,0.111
606,3,14.02,14.02,PVSLB,3.5,1973,NR,0,Y,Y,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
606,1,14.02,14.02,PVSLB,3.5,1973,NR,0,Y,Y,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
608,1,14.02,14.02,PVSLB,3.5,1977,,0,Y,N,2,5,0.02,991.27,335.107,1066.542008,375.587,0,0,1066.542,375.587,0.05,0.111
608,2-3,26.51,26.51,PVSLB,3.5,1977,,0,Y,N,2,5,0.51,2191.285,358.995,2873.073637,450.705,0,0,2873.074,450.705,0.05,0.111
608,4,12,12,PVSLB,3.5,1977,,0,Y,N,2,5,0,783.601,321.771,818.8051083,342.547,0,0,818.805,342.547,0.05,0.111
610,2-3,25,25,PVSLB,3.5,1978,NR,0,Y,Y,2,7,0,3920.4,739.2,2700.639493,500.192,0,0,2700.639,500.192,0.05,0.111
610,4,14,14,PVSLB,3.5,1978,NR,0,Y,Y,2,7,0,1453.32,499.714,1064.1575,375.349,0,0,1064.158,375.349,0.05,0.111
610,1,14,14,PVSLB,3.5,1978,NR,0,Y,Y,2,7,0,1453.32,499.714,1064.1575,375.349,0,0,1064.158,375.349,0.05,0.111
611,2-3,33.07,33.07,PBEAM,3.5,1978,NR,0,Y,Y,2,7,0.07,6029.575,816.494,4280.510519,568.096,0,0,4280.511,568.096,0.05,0.111
611,4,15.75,15.75,PBEAM,3.5,1978,NR,0,Y,Y,2,7,0.75,1711.463,552.75,1281.716976,394.87,0,0,1281.717,394.87,0.05,0.111
611,1,15.75,15.75,PBEAM,3.5,1978,NR,0,Y,Y,2,7,0.75,1711.463,552.75,1281.716976,394.87,0,0,1281.717,394.87,0.05,0.111
612,2-3,26.5,26.5,PBOXG,5,1979,NR,0,Y,Y,2,7,0.5,4312.44,757.026,2998.504258,516.46,0,0,2998.504,516.46,0.05,0.111
612,4,9.5,9.5,PBOXG,5,1979,NR,0,Y,Y,2,7,0.5,865.26,402.6,566.13375,292.436,0,0,566.134,292.436,0.05,0.111
612,1,9.5,9.5,PBOXG,5,1979,NR,0,Y,Y,2,7,0.5,865.26,402.6,566.13375,292.436,0,0,566.134,292.436,0.05,0.111
615,2,29.26,29.26,PGIRD,4,1973,NR,0,Y,Y,2,5,0.26,2446.834,360.243,3541.390403,541.549,0,0,3541.39,541.549,0.05,0.111
615,1,27.43,27.43,PGIRD,4,1973,NR,0,Y,Y,2,5,0.43,2276.776,359.484,3182.186747,525.58,0,0,3182.187,525.58,0.05,0.111
616,2,18.28,18.28,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.28,1410.083,348.931,1620.524854,415.613,0,0,1620.525,415.613,0.05,0.111
616,3,13.5,13.5,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.5,938.568,332.222,1003.51755,368.068,0,0,1003.518,368.068,0.05,0.111
616,1,13.5,13.5,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.5,938.568,332.222,1003.51755,368.068,0,0,1003.518,368.068,0.05,0.111
617,2,18.28,18.28,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.28,1410.083,348.931,1620.524854,415.613,0,0,1620.525,415.613,0.05,0.111
617,3,13.5,13.5,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.5,938.568,332.222,1003.51755,368.068,0,0,1003.518,368.068,0.05,0.111
617,1,13.5,13.5,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.5,938.568,332.222,1003.51755,368.068,0,0,1003.518,368.068,0.05,0.111
618,2,21.33,21.33,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.33,1703.386,354.26,2026.959101,448.416,0,0,2026.959,448.416,0.05,0.111
618,3,14.26,14.26,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.26,1015.129,336.127,1095.156105,378.442,0,0,1095.156,378.442,0.05,0.111
618,1,14.26,14.26,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.26,1015.129,336.127,1095.156105,378.442,0,0,1095.156,378.442,0.05,0.111
619,2,21.33,21.33,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.33,1703.386,354.26,2026.959101,448.416,0,0,2026.959,448.416,0.05,0.111
619,3,14.26,14.26,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.26,1015.129,336.127,1095.156105,378.442,0,0,1095.156,378.442,0.05,0.111
619,1,14.26,14.26,PGIRD,4,1971,ST42,0,Y,Y,2,5,0.26,1015.129,336.127,1095.156105,378.442,0,0,1095.156,378.442,0.05,0.111
621,2,26.82,26.82,PBOXG,5,1973,NR,0,Y,Y,2,5,0.82,2220.146,359.173,3061.843142,519.724,0,0,3061.843,519.724,0.05,0.111
621,3,19.5,19.5,PBOXG,5,1973,NR,0,Y,Y,2,5,0.5,1527.992,351.376,1783.457013,424.304,0,0,1783.457,424.304,0.05,0.111
621,1,19.5,19.5,PBOXG,5,1973,NR,0,Y,Y,2,5,0.5,1527.992,351.376,1783.457013,424.304,0,0,1783.457,424.304,0.05,0.111
624,1,41.14,41.14,PBOXG,5,1968,NR,0,Y,Y,2,5,0.14,3531.727,370.36,5813.575481,604.996,0,0,5813.575,604.996,0.05,0.111
625,1,18.59,18.59,PGIRD,4,1962,ST47,47,Y,Y,2,5,0.59,1440.114,349.593,1661.909755,417.665,1765.252766,432.8326742,1765.253,432.833,0.05,0.111
625,2,28.34,28.34,PGIRD,4,1962,ST47,47,Y,Y,2,5,0.34,2361.256,359.894,3361.168727,533.827,3111.294444,474.1225479,3361.169,533.827,0.05,0.111
626,2,18.22,18.22,SBEAM,2.5,1961,T44,0,Y,Y,2,5,0.22,1404.271,348.803,1612.514873,415.216,0,0,1612.515,415.216,0.05,0.111
626,1,18.68,18.68,SBEAM,2.5,1961,T44,0,Y,Y,2,5,0.68,1448.833,349.785,1673.924727,418.261,0,0,1673.925,418.261,0.05,0.111
635,1,11.88,11.88,PUNIT,3.5,1973,T37,0,Y,Y,2,5,0.88,771.091,320.686,803.9542641,340.043,0,0,803.954,340.043,0.05,0.111
638,2,28.92,28.92,PBOXG,5,1973,NR,0,Y,Y,2,5,0.92,2415.21,360.126,3474.925002,538.807,0,0,3474.925,538.807,0.05,0.111
638,3,15.11,15.11,PBOXG,5,1973,NR,0,Y,Y,2,5,0.11,1099.555,339.664,1197.805235,388.363,0,0,1197.805,388.363,0.05,0.111
638,1,15.3,15.3,PBOXG,5,1973,NR,0,Y,Y,2,5,0.3,1118.313,340.339,1222.716533,390.295,0,0,1222.717,390.295,0.05,0.111
639,2,28.95,28.95,PBOXG,5,1973,NR,0,Y,Y,2,5,0.95,2418.001,360.138,3480.808947,539.064,0,0,3480.809,539.064,0.05,0.111
639,3,15.17,15.17,PBOXG,5,1973,NR,0,Y,Y,2,5,0.17,1105.478,339.877,1205.671961,388.973,0,0,1205.672,388.973,0.05,0.111
639,1,15.33,15.33,PBOXG,5,1973,NR,0,Y,Y,2,5,0.33,1121.275,340.446,1226.649896,390.6,0,0,1226.65,390.6,0.05,0.111
640,2,25.14,25.14,PSLAB,2.5,1973,NR,0,Y,Y,2,5,0.14,2063.393,358.113,2728.485179,501.755,0,0,2728.485,501.755,0.05,0.111
640,3,16.33,16.33,PSLAB,2.5,1973,NR,0,Y,Y,2,5,0.33,1219.786,343.811,1358.911699,400.302,0,0,1358.912,400.302,0.05,0.111
640,1,16.33,16.33,PSLAB,2.5,1973,NR,0,Y,Y,2,5,0.33,1219.786,343.811,1358.911699,400.302,0,0,1358.912,400.302,0.05,0.111
641,2,33.52,33.52,PBOXG,5,1973,NR,0,Y,Y,2,5,0.52,2840.405,361.182,4367.023499,570.708,0,0,4367.023,570.708,0.05,0.111
641,3,18.28,18.28,PBOXG,5,1973,NR,0,Y,Y,2,5,0.28,1410.083,348.931,1620.524854,415.613,0,0,1620.525,415.613,0.05,0.111
641,1,18.28,18.28,PBOXG,5,1973,NR,0,Y,Y,2,5,0.28,1410.083,348.931,1620.524854,415.613,0,0,1620.525,415.613,0.05,0.111
642,2,33.52,33.52,PBOXG,5,1973,NR,0,Y,Y,2,5,0.52,2840.405,361.182,4367.023499,570.708,0,0,4367.023,570.708,0.05,0.111
642,3,18.28,18.28,PBOXG,5,1973,NR,0,Y,Y,2,5,0.28,1410.083,348.931,1620.524854,415.613,0,0,1620.525,415.613,0.05,0.111
642,1,18.28,18.28,PBOXG,5,1973,NR,0,Y,Y,2,5,0.28,1410.083,348.931,1620.524854,415.613,0,0,1620.525,415.613,0.05,0.111
645,2,44.19,44.19,SBOXG,3.5,1972,NR,0,Y,Y,2,5,0.19,3808.434,385.209,6383.571268,614.613,0,0,6383.571,614.613,0.05,0.111
645,3,10.36,10.36,SBOXG,3.5,1972,NR,0,Y,Y,2,5,0.36,615.996,305.786,635.4749062,310.066,0,0,635.475,310.066,0.05,0.111
645,1,10.36,10.36,SBOXG,3.5,1972,NR,0,Y,Y,2,5,0.36,615.996,305.786,635.4749062,310.066,0,0,635.475,310.066,0.05,0.111
646,2,44.19,44.19,SBOXG,3.5,1972,NR,0,Y,Y,2,5,0.19,3808.434,385.209,6383.571268,614.613,0,0,6383.571,614.613,0.05,0.111
646,3,10.36,10.36,SBOXG,3.5,1972,NR,0,Y,Y,2,5,0.36,615.996,305.786,635.4749062,310.066,0,0,635.475,310.066,0.05,0.111
646,1,10.36,10.36,SBOXG,3.5,1972,NR,0,Y,Y,2,5,0.36,615.996,305.786,635.4749062,310.066,0,0,635.475,310.066,0.05,0.111
647,1,14.35,14.35,PVSLB,3.5,1979,,0,Y,Y,2,7,0.35,1500.791,509.614,1105.886391,379.512,0,0,1105.886,379.512,0.05,0.111
647,2,36.57,36.57,PVSLB,3.5,1979,,0,Y,Y,2,7,0.57,6944.336,839.389,4950.240495,586.587,0,0,4950.24,586.587,0.05,0.111
647,3,14.35,14.35,PVSLB,3.5,1979,,0,Y,Y,2,7,0.35,1500.791,509.614,1105.886391,379.512,0,0,1105.886,379.512,0.05,0.111
648,2,36.57,36.57,PVSLB,3.5,1979,NR,0,Y,Y,2,7,0.57,6944.336,839.389,4950.240495,586.587,0,0,4950.24,586.587,0.05,0.111
648,3,14.35,14.35,PVSLB,3.5,1979,NR,0,Y,Y,2,7,0.35,1500.791,509.614,1105.886391,379.512,0,0,1105.886,379.512,0.05,0.111
648,1,14.35,14.35,PVSLB,3.5,1979,NR,0,Y,Y,2,7,0.35,1500.791,509.614,1105.886391,379.512,0,0,1105.886,379.512,0.05,0.111
649,2-9,25.99,25.99,PVSLB,3.5,1979,NR,0,Y,Y,2,7,0.99,4179.146,751.263,2897.548273,511.247,0,0,2897.548,511.247,0.05,0.111
649,10,19.78,19.78,PVSLB,3.5,1979,NR,0,Y,Y,2,7,0.78,2557.843,655.415,1820.87195,426.502,0,0,1820.872,426.502,0.05,0.111
649,1,19.78,19.78,PVSLB,3.5,1979,NR,0,Y,Y,2,7,0.78,2557.843,655.415,1820.87195,426.502,0,0,1820.872,426.502,0.05,0.111
650,2-9,25.99,25.99,PVSLB,3.5,1979,NR,0,Y,Y,2,7,0.99,4179.146,751.263,2897.548273,511.247,0,0,2897.548,511.247,0.05,0.111
650,10,19.78,19.78,PVSLB,3.5,1979,NR,0,Y,Y,2,7,0.78,2557.843,655.415,1820.87195,426.502,0,0,1820.872,426.502,0.05,0.111
650,1,19.78,19.78,PVSLB,3.5,1979,NR,0,Y,Y,2,7,0.78,2557.843,655.415,1820.87195,426.502,0,0,1820.872,426.502,0.05,0.111
651,2,39.01,39.01,PVSLB,3.5,1978,NR,0,Y,Y,2,7,0.01,7582.054,852.974,5412.705567,597.12,0,0,5412.706,597.12,0.05,0.111
651,3,18.71,18.71,PVSLB,3.5,1978,NR,0,Y,Y,2,7,0.71,2294.127,632.442,1677.929717,418.46,0,0,1677.93,418.46,0.05,0.111
651,1,18.71,18.71,PVSLB,3.5,1978,NR,0,Y,Y,2,7,0.71,2294.127,632.442,1677.929717,418.46,0,0,1677.93,418.46,0.05,0.111
652,2,23.98,23.98,PBOXG,5,1977,NR,0,Y,Y,2,5,0.98,1954.5,357.191,2496.713595,487.663,0,0,2496.714,487.663,0.05,0.111
652,1,22.73,22.73,PBOXG,5,1977,NR,0,Y,Y,2,5,0.73,1836.438,355.957,2250.060371,470.402,0,0,2250.06,470.402,0.05,0.111
655,2,39.62,39.62,PBOXG,5,1967,NR,0,Y,N,2,5,0.62,3394.948,363.484,5102.034111,469.15,0,0,5102.034,469.15,0.05,0.111
655,3,18.56,18.56,PBOXG,5,1967,NR,0,Y,N,2,5,0.56,1437.208,349.529,1657.904765,417.467,0,0,1657.905,417.467,0.05,0.111
655,1,18.56,18.56,PBOXG,5,1967,NR,0,Y,N,2,5,0.56,1437.208,349.529,1657.904765,417.467,0,0,1657.905,417.467,0.05,0.111
656,1-2,53.79,53.79,PBOXG,5,1973,NR,0,Y,N,2,5,0.79,5239.195,431.73,7731.459148,474.332,0,0,7731.459,474.332,0.05,0.111
661,1-2,51.81,51.81,PBOXG,5,1973,NR,0,Y,N,2,5,0.81,4920.652,422.159,7433.199897,473.997,0,0,7433.2,473.997,0.05,0.111
675,2,6.09,6.09,CSLAB,2.5,1926,ST42.5,0,Y,Y,2,11,0.09,286.305,219.609,321.764625,230.057,0,0,321.765,230.057,0.001,0.111
675,3,5.48,5.48,CSLAB,2.5,1926,ST42.5,0,Y,Y,2,11,0.48,247.408,211.636,278.0505,223.358,0,0,278.05,223.358,0.001,0.111
675,2,6.09,6.09,CSLAB,2.5,1973,ST42.5,0,Y,Y,2,5,0.09,285.032,243.522,321.764625,230.057,0,0,321.765,230.057,0.05,0.111
675,3,5.48,5.48,CSLAB,2.5,1973,ST42.5,0,Y,Y,2,5,0.48,256.482,228.025,278.0505,223.358,0,0,278.05,223.358,0.05,0.111
675,1,5.48,5.48,CSLAB,2.5,1973,ST42.5,0,Y,Y,2,5,0.48,256.482,228.025,278.0505,223.358,0,0,278.05,223.358,0.05,0.111
675,1,5.48,5.48,CSLAB,2.5,1926,ST42.5,0,Y,Y,2,11,0.48,247.408,211.636,278.0505,223.358,0,0,278.05,223.358,0.001,0.111
676,2,9.29,9.29,SBEAM,2.5,1923,RoR,0,Y,Y,2,11,0.29,507.689,264.758,551.084625,287.776,0,0,551.085,287.776,0.001,0.111
676,3,8.53,8.53,SBEAM,2.5,1923,RoR,0,Y,Y,2,11,0.53,453.166,247.965,496.621125,268.942,0,0,496.621,268.942,0.001,0.111
676,1,8.53,8.53,SBEAM,2.5,1923,RoR,0,Y,Y,2,11,0.53,453.166,247.965,496.621125,268.942,0,0,496.621,268.942,0.001,0.111
677,1-2,41.6,41.6,PGIRD,4,1967,NR,0,Y,Y,2,5,0.6,3573.004,372.602,5899.808475,606.552,0,0,5899.808,606.552,0.05,0.111
678,1-2,8.22,8.22,CBEAM,2.5,1935,ST43.0,0,Y,Y,2,3,0.22,375.435,218.076,474.40575,260.763,0,0,474.406,260.763,0.05,0.111
678,1-2,8.22,8.22,CSLAB,2.5,1961,ST43.0,0,Y,Y,2,5,0.22,422.231,277.972,474.40575,260.763,0,0,474.406,260.763,0.05,0.111
689,2-4,9.14,9.14,CBEAM,2.5,1927,ST51.0,51,Y,Y,2,11,0.14,496.927,261.657,540.33525,284.448,593.5688492,322.5606059,593.569,322.561,0.001,0.111
689,5,1.92,5,CBEAM,2.5,1927,ST51.0,51,Y,Y,2,11,0,216.801,205.085,243.6525,217.854,267.2889041,243.3830795,267.289,243.383,0.001,0.111
689,1,1.92,5,CBEAM,2.5,1927,ST51.0,51,Y,Y,2,11,0,216.801,205.085,243.6525,217.854,267.2889041,243.3830795,267.289,243.383,0.001,0.111
691,1-5,22.86,22.86,PGIRD,4,1971,ST50,50,Y,Y,2,5,0.86,1848.763,356.102,2273.994339,472.342,2534.752821,490.0759266,2534.753,490.076,0.05,0.111
704,1-2,12.19,12.19,CSLAB,2.5,1994,ST49.0,49,Y,Y,2,9,0.19,1448.22,536.509,842.3788817,346.012,900.2692748,371.6077636,900.269,371.608,0.05,0.111
704,1-2,12.19,12.19,CBEAM,2.5,1935,ST49.0,49,Y,Y,2,3,0.19,628.093,255.296,842.3788817,346.012,900.2692748,371.6077636,900.269,371.608,0.05,0.111
706,1-6,12.19,12.19,CBEAM,2.5,1955,ST52,52,Y,Y,2,5,0.19,803.409,323.225,842.3788817,346.012,963.078759,397.5338866,963.079,397.534,0.05,0.111
707,1,6.85,6.85,CSLAB,2.5,1940,ST49.0,49,Y,Y,2,4,0.85,252.502,183.564,376.228125,236.282,394.3821575,260.8164478,394.382,260.816,0.05,0.111
711,1,2.28,5,CSLAB,2.5,1974,ST47.0,47,Y,Y,2,5,0,234.016,215.295,243.6525,217.854,243.5298904,221.7490279,243.652,221.749,0.05,0.111
